UserID,WindowID,Split,ApplicationDate,JobID
2652,1,Test,13:00.6,214609
2652,1,Test,17:09.2,1028472
2652,1,Test,20:36.3,775479
2652,1,Test,12:58.0,733218
2652,1,Test,13:01.0,187806
2652,1,Test,16:20.8,1093039
2652,1,Test,12:04.1,272568
2652,1,Test,57:49.6,848187
2652,1,Test,40:15.7,476989
2652,1,Test,34:19.9,243596
2652,1,Test,20:55.4,327070
2652,1,Test,13:02.0,599948
2652,1,Test,16:35.6,611077
2652,1,Test,12:58.9,150140
2652,1,Test,21:24.9,264110
2652,1,Test,20:44.5,768429
2652,1,Test,20:04.4,13470
2652,1,Test,26:23.7,780080
2652,1,Test,15:14.8,108437
2652,1,Test,22:05.4,1050796
2652,1,Test,33:09.6,247857
2652,1,Test,44:04.5,198083
2652,1,Test,19:40.2,860500
2652,1,Test,35:40.0,179975
2652,1,Test,32:43.9,262485
2652,1,Test,13:01.1,1088282
2652,1,Test,21:39.6,878029
2652,1,Test,34:44.2,862781
2652,1,Test,13:32.0,2121
2652,1,Test,13:36.9,262764
2652,1,Test,19:54.4,219637
2652,1,Test,12:58.8,178370
2652,1,Test,39:56.5,1007701
2652,1,Test,39:17.9,515420
2652,1,Test,19:15.7,152707
2652,1,Test,37:39.3,263727
2652,1,Test,21:13.7,311769
2652,1,Test,24:04.2,860501
2652,1,Test,23:56.9,576079
2652,1,Test,25:37.2,567681
2652,1,Test,04:45.1,595627
2652,1,Test,36:17.1,327678
2652,1,Test,00:29.9,862530
2652,1,Test,12:58.4,582347
2652,1,Test,32:18.5,148571
2652,1,Test,48:38.2,1010124
2652,1,Test,03:32.4,999242
2652,1,Test,59:37.8,874378
2652,1,Test,36:41.3,284009
2658,1,Train,54:18.5,636460
2658,1,Train,54:18.2,134570
2658,1,Train,54:18.1,595627
2658,1,Train,54:18.4,292609
2700,1,Train,28:34.0,761884
2700,1,Train,47:44.0,98768
2718,1,Train,22:17.0,189871
2718,1,Train,05:02.3,281975
2731,1,Train,40:29.2,222774
2731,1,Train,06:32.8,337012
2731,1,Train,35:25.3,591608
2754,1,Train,20:00.1,561914
2754,1,Train,30:04.3,475318
2754,1,Train,59:53.9,652383
2754,1,Train,52:30.8,108399
2754,1,Train,43:50.6,700160
2754,1,Train,41:36.9,647317
2754,1,Train,27:25.4,1086990
2821,1,Train,57:59.1,772216
2848,1,Test,17:59.3,803383
2848,1,Test,17:59.2,109581
2848,1,Test,17:58.7,411288
2848,1,Test,00:09.0,259953
2848,1,Test,52:49.9,45602
2848,1,Test,17:58.8,878082
2848,1,Test,18:27.5,55049
2848,1,Test,17:59.6,1080737
2865,1,Train,32:42.0,895978
2865,1,Train,07:50.4,658477
2888,1,Train,20:25.0,995565
2888,1,Train,28:49.9,745891
2888,1,Train,10:15.8,267326
2888,1,Train,20:24.8,911258
2888,1,Train,22:22.4,909862
2888,1,Train,20:25.3,797530
2888,1,Train,28:49.5,626545
2958,1,Train,06:45.0,46880
2958,1,Train,15:22.4,742591
2958,1,Train,44:02.7,14298
2958,1,Train,04:25.2,919914
2958,1,Train,02:03.9,873093
2958,1,Train,32:30.7,1074772
2958,1,Train,23:36.9,632881
2982,1,Train,07:03.8,132019
2982,1,Train,14:53.4,543550
2982,1,Train,36:05.8,242665
2982,1,Train,54:02.6,458623
2982,1,Train,30:40.8,684352
2982,1,Train,32:23.1,794559
3054,1,Train,22:01.0,631241
3069,1,Train,46:15.9,77063
3069,1,Train,39:26.8,522017
3093,1,Train,33:50.1,762142
3123,1,Train,50:47.0,601957
3123,1,Train,31:20.6,870364
3164,1,Train,57:30.8,786890
3176,1,Train,48:52.1,683927
3176,1,Train,48:52.0,1102260
3176,1,Train,48:52.1,497411
3185,1,Train,05:55.9,382199
3185,1,Train,31:59.2,969220
3185,1,Train,57:50.1,446938
3185,1,Train,28:39.0,314551
3185,1,Train,34:47.6,446937
3185,1,Train,25:31.9,1038309
3186,1,Train,03:50.8,554344
3186,1,Train,34:38.8,365848
3186,1,Train,17:35.6,8768
3186,1,Train,16:50.0,8770
3232,1,Train,08:43.0,406559
3232,1,Train,49:57.1,363460
3232,1,Train,53:20.4,286790
3232,1,Train,26:24.2,867885
3232,1,Train,23:06.6,186385
3232,1,Train,48:54.2,925776
3232,1,Train,37:56.3,324890
3232,1,Train,47:00.9,955639
3232,1,Train,18:42.6,406558
3268,1,Train,53:29.9,306334
3276,1,Train,03:33.9,834444
3276,1,Train,45:48.8,311424
3276,1,Train,25:29.3,512671
3276,1,Train,31:26.4,221047
3290,1,Train,02:01.6,81938
3290,1,Train,39:45.4,760338
3290,1,Train,15:26.7,238784
3290,1,Train,08:16.9,785430
3290,1,Train,45:22.3,63659
3290,1,Train,53:14.7,1093390
3290,1,Train,16:09.8,293491
3290,1,Train,25:22.3,681892
3290,1,Train,17:29.3,582809
3290,1,Train,29:51.2,809565
3290,1,Train,04:51.3,844661
3290,1,Train,03:18.5,824871
3290,1,Train,20:02.9,1047550
3290,1,Train,13:32.8,838334
3316,1,Train,11:03.0,829431
3316,1,Train,50:36.0,311075
3316,1,Train,29:38.3,445231
3316,1,Train,47:32.0,654009
3316,1,Train,45:38.9,341751
3316,1,Train,25:11.7,911679
3316,1,Train,20:40.5,885046
3316,1,Train,18:27.7,868965
3351,1,Train,54:38.1,657321
3351,1,Train,29:17.4,87580
3411,1,Train,23:31.7,177428
3411,1,Train,27:05.9,595818
3411,1,Train,18:00.9,238722
3475,1,Train,33:30.5,134113
3491,1,Train,18:29.1,824887
3539,1,Train,08:11.4,766356
3582,1,Train,02:01.5,1029023
3582,1,Train,17:15.4,418208
3582,1,Train,02:37.0,178126
3582,1,Train,12:20.2,759702
3582,1,Train,28:32.8,634266
3582,1,Train,26:54.9,1029022
3582,1,Train,03:22.2,284394
3594,1,Train,47:01.8,647322
3638,1,Train,13:03.9,1100754
3699,1,Test,55:11.6,152025
3699,1,Test,02:06.2,1097744
3752,1,Train,46:12.8,180007
3752,1,Train,54:22.1,28942
3752,1,Train,39:57.7,159639
3752,1,Train,52:47.3,1018946
3752,1,Train,43:07.8,1075925
3752,1,Train,30:48.6,409173
3758,1,Train,28:33.5,796438
3758,1,Train,21:16.8,958992
3758,1,Train,00:04.7,300525
3758,1,Train,30:23.6,628722
3758,1,Train,26:32.1,820391
3758,1,Train,23:59.7,488488
3763,1,Test,45:15.8,850036
3772,1,Train,18:22.5,552352
3772,1,Train,18:46.1,851996
3801,1,Train,13:40.5,492031
3801,1,Train,05:13.8,59591
3801,1,Train,07:38.1,507679
3801,1,Train,41:52.0,902826
3830,1,Train,31:53.4,631948
3830,1,Train,43:56.5,265434
3842,1,Train,34:39.9,199820
3842,1,Train,30:10.7,1095526
3892,1,Train,30:22.4,616263
3892,1,Train,57:48.9,363610
3892,1,Train,28:14.0,558955
3908,1,Train,18:53.9,63877
3908,1,Train,13:22.8,25250
3992,1,Train,30:21.6,458413
3992,1,Train,58:53.0,162196
3992,1,Train,02:36.1,540662
3992,1,Train,56:50.5,1049317
3992,1,Train,44:23.9,103226
4001,1,Train,10:59.9,1088560
4019,1,Train,35:02.7,315756
4019,1,Train,32:26.7,925064
4022,1,Train,44:32.0,459306
4022,1,Train,44:32.2,762519
4022,1,Train,23:33.2,6991
4022,1,Train,31:11.0,755304
4022,1,Train,44:31.3,1110908
4022,1,Train,44:31.1,262335
4022,1,Train,44:31.3,900158
4022,1,Train,44:31.6,14257
4022,1,Train,07:30.0,374641
4022,1,Train,44:31.6,201249
4022,1,Train,44:31.6,1041837
4032,1,Train,39:33.8,1061054
4032,1,Train,40:10.7,628515
4040,1,Train,39:02.6,617368
4061,1,Train,09:25.3,274431
4061,1,Train,36:14.9,639021
4061,1,Train,18:51.7,179076
4061,1,Train,27:05.0,2619
4061,1,Train,16:01.2,628251
4061,1,Train,32:31.5,22426
4082,1,Train,35:49.2,77517
4082,1,Train,39:34.4,22571
4082,1,Train,32:44.0,1103722
4083,1,Train,49:38.7,814527
4107,1,Train,49:48.7,550
4125,1,Train,20:15.4,135289
4125,1,Train,20:15.6,139613
4200,1,Train,07:38.8,30429
4200,1,Train,02:04.2,308525
4202,1,Train,15:32.1,80424
4202,1,Train,06:14.4,480381
4232,1,Train,01:04.8,175676
4232,1,Train,01:04.5,707528
4232,1,Train,46:17.1,835684
4232,1,Train,01:05.3,470038
4232,1,Train,02:11.0,174264
4232,1,Train,14:27.4,1104251
4232,1,Train,06:49.4,509710
4232,1,Train,01:04.8,1008710
4232,1,Train,06:51.4,225638
4232,1,Train,01:04.9,285559
4243,1,Train,19:50.9,1033402
4243,1,Train,39:29.9,1076037
4243,1,Train,39:30.1,802407
4243,1,Train,25:10.8,488536
4243,1,Train,20:53.9,161448
4250,1,Train,52:33.4,85377
4283,1,Train,52:25.9,11624
4283,1,Train,22:43.9,414442
4283,1,Train,31:25.0,417018
4289,1,Train,47:48.5,789154
4289,1,Train,12:33.7,635530
4289,1,Train,12:33.3,1100659
4289,1,Train,12:33.4,485345
4332,1,Train,18:25.3,501522
4332,1,Train,14:07.7,860430
4359,1,Train,39:01.8,332608
4359,1,Train,39:01.5,552890
4359,1,Train,39:03.9,263453
4359,1,Train,46:40.3,159980
4359,1,Train,46:39.5,480490
4359,1,Train,46:36.5,552394
4359,1,Train,39:02.6,1102208
4359,1,Train,39:02.7,577629
4359,1,Train,46:35.3,771413
4359,1,Train,46:36.5,480296
4359,1,Train,46:37.1,1049215
4359,1,Train,46:37.4,222244
4359,1,Train,46:37.3,184337
4359,1,Train,39:03.5,845064
4359,1,Train,37:13.6,818318
4359,1,Train,39:02.5,362225
4359,1,Train,46:40.1,267760
4359,1,Train,39:02.4,252739
4359,1,Train,46:35.0,384174
4359,1,Train,46:39.5,635126
4359,1,Train,39:03.6,1090190
4359,1,Train,46:35.3,582393
4359,1,Train,46:37.3,179973
4359,1,Train,39:02.7,279889
4359,1,Train,44:55.9,584969
4359,1,Train,46:39.5,779958
4359,1,Train,46:38.7,828586
4359,1,Train,39:02.3,498206
4359,1,Train,46:36.3,905303
4359,1,Train,46:40.6,203469
4359,1,Train,46:39.0,790859
4359,1,Train,39:02.2,579534
4359,1,Train,46:34.8,179958
4359,1,Train,46:38.1,1089342
4359,1,Train,39:01.7,23823
4359,1,Train,42:32.0,17584
4359,1,Train,46:37.2,1073900
4359,1,Train,39:01.6,291818
4359,1,Train,46:39.2,316962
4360,1,Train,57:06.5,346230
4360,1,Train,53:42.5,444933
4366,1,Train,41:26.6,900368
4366,1,Train,49:10.7,874636
4366,1,Train,39:35.2,460
4368,1,Test,33:31.3,1078744
4368,1,Test,33:33.9,779460
4368,1,Test,35:50.9,303944
4368,1,Test,33:31.0,881717
4368,1,Test,33:31.5,317343
4368,1,Test,33:31.4,547357
4368,1,Test,33:32.8,896554
4368,1,Test,33:30.5,202246
4368,1,Test,33:32.2,1061158
4368,1,Test,33:33.0,131297
4380,1,Train,10:53.2,1101734
4388,1,Train,31:35.2,481998
4388,1,Train,29:58.0,191185
4388,1,Train,36:43.7,481943
4388,1,Train,48:46.7,378790
4462,1,Train,08:01.8,339487
4501,1,Train,54:36.0,440420
4517,1,Train,14:39.1,602539
4545,1,Train,58:55.9,355145
4604,1,Train,31:04.1,505394
4604,1,Train,50:22.9,371719
4604,1,Train,43:33.3,24482
4604,1,Train,37:26.5,77513
4604,1,Train,36:58.9,114544
4604,1,Train,12:13.0,430826
4604,1,Train,37:55.5,657321
4604,1,Train,48:47.5,953712
4604,1,Train,00:29.1,259303
4604,1,Train,57:03.1,491441
4604,1,Train,57:58.9,985084
4604,1,Train,12:39.3,886638
4604,1,Train,34:03.3,600050
4604,1,Train,37:01.7,555615
4604,1,Train,47:35.0,552885
4604,1,Train,31:23.2,607254
4604,1,Train,45:03.4,88075
4619,1,Train,35:48.0,90937
4619,1,Train,03:02.6,583814
4619,1,Train,34:30.8,1080241
4647,1,Test,57:16.8,731241
4654,1,Train,18:49.0,750819
4654,1,Train,20:51.7,936703
4654,1,Train,19:48.0,650185
4654,1,Train,27:35.9,808965
4698,1,Train,56:28.4,1046306
4703,1,Train,59:03.3,174106
4703,1,Train,06:37.8,691241
4724,1,Test,38:34.5,511076
4724,1,Test,23:26.0,512043
4724,1,Test,10:19.3,154401
4724,1,Test,06:07.6,386708
4724,1,Test,04:25.5,334248
4724,1,Test,16:53.8,780100
4724,1,Test,09:34.6,303944
4724,1,Test,11:15.8,307388
4724,1,Test,30:30.8,261369
4724,1,Test,24:23.4,1073733
4724,1,Test,45:40.9,1091073
4724,1,Test,13:54.4,761456
4724,1,Test,20:46.4,1115815
4724,1,Test,42:22.4,1101630
4724,1,Test,02:23.7,502027
4724,1,Test,13:28.4,694694
4724,1,Test,17:06.0,152528
4740,1,Train,49:15.7,945643
4740,1,Train,59:26.4,934942
4740,1,Train,56:49.2,969192
4740,1,Train,38:20.7,461927
4740,1,Train,40:20.5,473174
4743,1,Train,45:46.5,846131
4743,1,Train,45:49.6,530713
4743,1,Train,47:36.3,764802
4743,1,Train,26:36.5,762382
4743,1,Train,26:36.0,408516
4743,1,Train,45:46.9,1101102
4743,1,Train,26:36.5,149195
4743,1,Train,45:49.6,675598
4743,1,Train,45:49.0,246597
4743,1,Train,45:47.5,845689
4743,1,Train,45:49.2,846116
4743,1,Train,45:48.9,246461
4743,1,Train,45:47.6,311044
4743,1,Train,42:32.7,928938
4743,1,Train,45:47.7,846109
4743,1,Train,45:46.4,246499
